 11.07 -12.90 0.65 -4.38 6.55 9.73 17.77 1.85 25.08 8.40 2.94 13.90 5.55 -1.92 25.78 0.32 7.57 0.39 -2.99 -3.13 11.51 -3.52 6.99 2.84 4.10 4.19 1.49 29.09 11.74 11.81
 10.18 -13.30 0.98 -4.45 6.38 9.87 17.45 1.66 25.21 7.95 2.79 13.63 5.67 -1.99 25.29 -0.13 7.35 -0.73 -2.83 -3.40 11.59 -4.43 6.91 2.26 3.22 4.62 1.00 28.79 11.08 10.42
 9.92 -13.77 1.22 -3.73 6.70 10.39 17.43 1.89 26.18 8.06 2.94 13.88 5.93 -1.84 25.20 -0.33 7.68 -1.72 -2.37 -3.39 12.36 -5.13 7.55 2.15 2.43 5.50 0.75 29.55 10.89 9.63
 9.70 -13.64 1.92 -3.24 7.06 10.99 17.78 2.42 26.60 8.13 3.29 14.06 6.73 -1.56 25.40 -0.20 7.89 -1.89 -1.66 -2.94 13.22 -5.42 8.24 2.43 2.24 6.34 0.79 29.72 10.86 9.27
 9.89 -13.55 2.38 -2.16 7.49 11.70 17.90 3.09 27.26 8.42 3.72 14.39 7.22 -1.20 25.45 -0.09 8.37 -2.31 -0.88 -2.59 14.21 -5.59 9.22 2.71 1.90 7.35 0.77 30.18 11.08 9.27
 9.89 -14.03 3.05 -1.09 8.07 12.56 18.64 3.85 28.45 8.32 4.11 14.58 8.31 -0.88 26.16 0.11 9.04 -2.39 -0.06 -2.15 15.88 -6.10 10.16 3.11 1.26 8.27 0.66 30.57 11.27 9.48
 10.44 -13.76 4.03 0.61 9.05 13.79 19.54 5.05 29.81 8.75 4.94 15.26 9.63 -0.16 26.97 0.75 10.02 -2.11 1.12 -1.29 17.76 -5.94 11.68 3.97 1.33 9.48 1.08 31.28 12.04 10.24
 10.99 -13.82 4.72 2.21 9.95 14.78 20.27 5.92 31.17 8.96 5.47 15.83 10.77 0.42 27.78 1.15 10.86 -1.91 2.13 -0.64 19.56 -5.96 13.02 4.59 1.20 10.34 1.27 31.95 12.72 10.86
 11.24 -13.18 5.22 3.36 10.50 15.08 20.32 6.66 31.43 9.14 5.73 15.85 11.36 0.73 27.60 1.35 11.06 -1.71 2.85 0.01 20.45 -5.70 13.89 5.21 1.30 10.76 1.46 31.68 12.85 11.43
 11.89 -13.78 6.12 4.96 11.74 16.18 21.54 7.81 33.44 9.22 6.25 16.46 12.98 1.28 28.68 1.81 11.87 -1.41 3.86 0.61 22.63 -5.77 15.24 6.04 1.28 11.63 1.69 32.67 13.64 12.52
 12.71 -13.25 6.95 6.99 13.03 16.87 22.23 8.83 34.68 9.66 6.84 16.86 14.11 2.17 29.14 2.42 12.70 -0.78 5.01 1.41 24.33 -5.31 16.42 7.01 1.66 12.26 2.18 33.19 14.35 13.45
 13.08 -12.65 7.39 8.06 13.82 16.90 22.30 9.56 34.64 9.72 7.06 16.72 14.96 2.40 28.65 2.60 12.67 -0.47 5.72 2.12 25.07 -4.57 17.04 7.57 2.32 12.44 2.59 32.89 14.47 14.12
 13.84 -12.28 8.26 9.48 15.18 17.51 23.13 10.46 35.69 9.99 7.54 17.08 16.22 3.13 29.12 3.20 13.22 0.25 6.83 2.79 26.73 -4.00 18.00 8.41 3.03 12.75 3.17 33.22 15.01 15.12
 14.27 -12.68 8.51 11.05 16.30 17.69 23.76 10.77 36.67 10.00 7.81 17.05 17.09 3.56 29.13 3.28 13.43 0.32 7.33 2.91 27.95 -4.12 18.53 8.74 2.89 12.64 3.34 33.83 15.28 15.51
 14.33 -13.03 8.61 12.04 17.28 17.75 24.01 10.95 37.05 9.80 7.82 16.75 17.50 3.79 28.97 3.29 13.39 0.40 7.73 2.76 28.94 -4.36 18.69 8.85 2.73 12.20 3.31 34.01 15.39 15.75
 14.99 -11.92 9.17 13.27 18.35 17.68 24.15 11.54 36.80 10.25 8.29 16.71 18.28 4.65 28.30 3.78 13.38 1.02 8.57 3.33 29.48 -3.50 19.16 9.37 3.32 12.26 4.10 33.79 15.57 16.17
 14.84 -12.81 9.24 14.25 19.36 17.88 24.66 11.51 37.43 9.71 8.32 16.39 18.91 4.91 28.42 3.74 13.24 0.79 8.70 3.02 30.57 -4.32 19.13 9.19 2.53 11.90 4.04 34.14 15.55 16.01
 14.81 -12.91 8.70 14.94 19.91 17.45 24.43 11.23 37.21 9.61 8.25 15.93 18.91 5.16 27.68 3.58 12.98 0.41 8.55 2.56 30.88 -4.65 18.85 8.85 1.88 11.15 4.03 34.09 15.29 15.59
 15.08 -12.29 8.54 15.65 20.54 17.28 24.31 11.08 37.04 9.95 8.49 15.82 18.76 5.75 27.17 3.56 12.94 0.40 8.70 2.55 31.12 -4.51 18.93 8.87 1.59 10.84 4.30 34.04 15.36 15.52
 14.61 -12.29 8.13 16.00 20.82 17.04 23.91 10.79 36.45 9.39 8.33 15.27 18.75 5.94 26.41 3.48 12.44 -0.10 8.47 2.21 31.15 -4.94 18.31 8.47 0.62 10.21 4.33 33.48 14.95 14.87
 14.60 -12.08 7.58 16.75 21.30 16.84 23.66 10.51 36.39 9.54 8.43 15.11 18.48 6.47 25.74 3.51 12.42 -0.52 8.41 1.97 31.20 -5.15 18.17 8.21 -0.22 9.90 4.38 33.50 14.91 14.41
 14.74 -11.63 7.33 17.41 21.72 16.95 23.49 10.49 36.43 9.81 8.80 15.15 18.48 7.02 25.44 3.64 12.56 -0.70 8.32 1.94 31.35 -5.13 18.12 8.11 -0.70 9.82 4.74 33.68 15.03 14.17
 14.09 -11.57 6.28 17.21 21.21 16.36 22.56 9.57 35.77 9.33 8.28 14.56 17.50 6.95 24.47 3.20 12.25 -1.54 7.63 1.21 30.80 -5.91 17.24 7.43 -1.85 8.87 4.33 32.80 14.45 13.14
 14.21 -11.16 5.99 17.88 21.51 16.60 22.53 9.35 36.21 9.79 8.76 14.83 17.21 7.62 24.48 3.44 12.82 -1.70 7.60 1.30 30.87 -6.03 17.11 7.42 -2.36 8.93 4.55 33.18 14.70 12.86
 14.01 -11.24 5.38 18.27 21.42 16.60 22.28 8.86 36.51 9.75 8.72 14.78 16.83 7.77 24.25 3.41 13.17 -2.24 7.17 0.90 30.79 -6.61 16.86 6.99 -3.23 8.65 4.38 33.20 14.62 12.27
 13.70 -11.34 4.51 18.42 21.09 16.56 21.80 8.12 36.80 9.73 8.58 14.71 15.92 7.99 24.09 3.16 13.70 -2.90 6.59 0.43 30.52 -7.36 16.45 6.56 -4.08 8.15 4.08 33.35 14.61 11.65
 13.31 -10.95 3.99 18.70 20.77 16.44 21.19 7.76 36.43 9.67 8.57 14.59 15.33 8.28 23.54 3.25 14.05 -3.00 6.42 0.44 29.93 -7.41 15.96 6.31 -4.55 8.04 4.13 32.78 14.55 11.04
 12.70 -10.83 3.34 18.63 19.96 16.11 20.17 7.02 35.82 9.55 8.41 14.15 14.32 8.26 22.67 3.13 14.32 -3.35 5.94 0.17 28.91 -7.80 15.27 5.90 -5.19 7.65 3.90 32.10 14.11 10.31
 12.68 -10.85 2.81 18.91 19.65 16.28 20.05 6.48 36.48 9.83 8.46 14.52 13.61 8.64 22.92 3.09 15.14 -3.36 5.72 -0.02 28.76 -8.25 15.11 5.76 -5.50 7.50 3.88 32.54 14.41 10.02
